book_id,class_level,page_number,word_count,reasons,text_preview,decision,reviewer_notes
class6-english,6,32,83,unicode_replacement_character,"Language Focus: some and any We use ‘some’ with positive statements. I've got some photographs. I need some milk. We use ‘any’ with negative statement. T haven't got any photographs. | don't see any student there. We use ‘any’ with questions. Have you got any photograph? Is there any water in the jug? Are there flowers in the garden? Yes, these are What about jasmine? Are there jasmines? No, there",,
class6-english,6,33,126,unicode_replacement_character,"Lesson 9 Health is Wealth ask and answer questions © participate in dialogues and conversations on familiar topics © read and understand written instructions read and understand texts Choose a health problem from the box and write next to the appropriate picture. There are names of more problems in the box than are necessary. a fever, a backache, a cough, a headache, a toothache, a skin injury, a ",,
class6-english,6,34,145,unicode_replacement_character,"English For Today 29 Look at some health problems. Choose several pieces of good advice for each problem. There are more pieces of advice than problems. Problems Advice a, take some vitamin C put some ointment on it a c. drink lots of liquid take enough rest aheadache e, put a heating pad on it f. put it under cold water the g. take some paracetamol h. gurgle with warm and salt water i, see a dent",,
class6-english,6,35,157,unicode_replacement_character,"problem and its remedy in the box below. (One is done for you), Problem Remedy an insect bite antiseptic a stomachache an antacid a burn Burnol ointment a skin injury antiseptic Have you ever had an insect bite? Oh, yes! I had one just last night, actually. A What did you do? put some antiseptic on it. Read the text. A proverb says ‘Health is Wealth’. To keep healthy is to keep free from disease a",,
class6-english,6,36,164,unicode_replacement_character,"English For Today 31 Some important rules of good personal health are as follows: Balanced diet: Our food should contain correct proportion of carbohydrates, fat, protein, vitamins, minerals and water in it. Personal hygiene: We should follow the personal health practices, . Wash your hands before eating . Bathe regularly and wear clean clothes . Brush your teeth twice regularly . Do not let your ",,
class6-english,6,37,165,unicode_replacement_character,"Sohan Hi, Simon! You look so fit! Do you exercise regularly? Simon Yes, I do. I'm quite .......... about fitness. Sohan So, how ......... do you exercise? Simon Well, | do jogging every day in the Then I play table tennis in the afternoon. Sohan table tennis, too. Simon Oh, will you come to play .......... then? Sohan Sure. But do you play? Simon Pretty well, I guess. Sohan All right. But I'm not ",,
class6-english,6,39,268,unicode_replacement_character,"People around the world are slowly changing their attitude towards medicine. More and more they are turning to natural cures. Natural cures are made of natural things, most often herbs and plants. History says that natural or herbal remedies are nothing new. People used them all along in different ages. Herbal medicines were used in ancient civilisations like India, China, Greece, Egypt and Rome. ",,
class6-english,6,40,222,unicode_replacement_character,"English For Today 35 Work in pairs. Complete the following expressions with words from bottle box can package tube Now. write down some sentences using these phrases. Read the dialogue and practise in pairs. Pharmacist Good morning. Can T help you? Mr Arman Do you have anything for dry skin? Pharmacist Well you may try this new body lotion. It's good. Or, youcan try this brand of olive oil. Olive ",,
class6-english,6,41,257,unicode_replacement_character,"36 English For Today For children's cough, grandmas give two tea-spoons of basil leaf/tulsi juice with one spoon of honey. It works excellent. Some people take grape juice and honey too. It is also good for dry cough. Hot milk with honey is also useful in cough problems. You can take ginger tea which is also a useful home remedy for cough. Lemon juice is good for any cold because it contains vitam",,
class6-english,6,42,38,unicode_replacement_character,"Lesson 11 Ave You Listening?-1 ¢ recognise English sounds ¢ recognise word and stress on words in sentences © recognise intonation in sentences read aloud texts with proper pronunciation, stress and intonation to and read the following words:",,
class6-english,6,43,173,unicode_replacement_character,"Do you notice any difference between the vowel sounds in the words on the left column and the vowel sounds in the words on the right? Then listen to and repeat the sentences pronouncing the underlined words properly using the vowel sounds you just practised in section A. I met Benu and her room-mate in the book store. They were buying some papers and pens. Iremember her friend's face, but I can't ",,
class6-english,6,44,215,unicode_replacement_character,"Lesson 12 An Unseen Beauty of Bangladesh © ask and answer questions read and understand texts © write short paragraphs 1, Have you ever visited any interesting tourist spot in Bangladesh? Tf you have, what was that place. What special attractions did you see If you haven't, what places do you wish to visit? What special attractions will you see there? Which of the following activities would you li",,
class6-english,6,45,217,unicode_replacement_character,"mountain-valley, the modest movement of the river Someshwari, and the abandoned coal mines. There is another river here called Kangsa which is also known as old Someshwari. Shusong Durgapur is located under Netrokona district about 170 km north from Dhaka. Along with its scenic beauty this place is home to diverse indigenous groups: Hajong, Garo, Achik and Mandi. The cultural academy in Durgapur i",,
class6-english,6,46,179,unicode_replacement_character,"English For Today 41 : Can I see any other hills from there? : Yes, you ....... You can see the hills of ...... state from there. : Are there any temples there? : Yes, there ...... You can see the Dasha Busha Temple and the ........ temples there. B2. Discuss the following questions in pairs. In which district is Shusong Durgapur located? How far is Shusong Durgapur from Dhaka? What is the functio",,
class6-english,6,48,188,unicode_replacement_character,"English For Today 43 monument dedicated to the soldiers and civilians who lost their lives during the war, becomes a focal point for citizens to pay their respect. People from all walks of life gather to offer flowers, recite patriotic songs, and recall the sacrifices made by the nation’s heroes. Write the meanings of the following words: Homage, Martyrs, Dedicate, Patriotic, Sacrifice, Commemorat",,
class6-english,6,49,152,unicode_replacement_character,"What did you do there? Well, I went there with my ........... and my brother. Many people were there! Everybody went there to pay to the Liberation War martyrs. We were in a long queue. We had flowers with us. We wreaths of flowers before the mausoleum. My parents took me to the mass graveyards. They told us about the sacrifice of our people for T was VETY to see the mass graves. | prayed for the ",,
class6-english,6,50,135,unicode_replacement_character,English For Today 45 Read the words in Column A. They are used in the text above. Match them with their meanings in the Column B. Column A Column B celebrate cemetery wreath freedom graveyard to give up independence observe martyr garland sacrifice encouragement inspiration a person who died for a religious or political belief Work in pairs and take an interview of your partner. Use these cues. Do,,
class6-english,6,52,236,unicode_replacement_character,"English For Today 47 ""Flap it all up. That will suit you!” the zebra said. ""Yes, it will even look better with a bit of colour to match your moustache,” the giraffe added. “What about a few ribbons?” the vulture asked. Then cried the hyena,“I know, a paper crown is what you need!” A snake was passing by silently. Seeing the king there he simply raised his head. ""What do you think I should do, snak",,
class6-english,6,53,96,unicode_replacement_character,"48 English For Today A2. Answer the following questions: Why did the lion want to change his hairstyle? What was the giraffe's suggestion? Do you agree with the snake’s comment? Why/Why not? A3, Every animal has something that makes it different from others. Now, match the words in column A with the words in Column B to know the different marks of some animals. One is done for you. Column A Column",,
class6-english,6,56,228,unicode_replacement_character,"English For Today 51 Dear Sharmila, How are you? I'm writing to share with you a plan that I have. I know some old, physically weak and lonely people in our town. Some of them are quite well-off and some are not. But they all share one common thing that is they live alone and have no one to take care of them in sickness. Sometimes they don't have anybody to talk to. T have a plan. I want to set up",,
class6-english,6,57,103,unicode_replacement_character,"Lesson 16 Boats Sail on the Rivers © recognise English sounds recognise intonation in sentences © understand and enjoy stories and poems Boats sail on the rivers - Christina Georgina Rossetti Boats sail on the rivers, And ships sail on the seas; But clouds that sail across the sky Are prettier far than these. There are bridges on the rivers, As pretty as you please; But the bow that bridges heaven",,
class6-english,6,58,207,unicode_replacement_character,"Lesson 17 Ave You Listening?-2 recognise English sounds * recognise word stress and stress on words in sentences recognise intonation in sentences ¢ use English sounds appropriately © use proper intonation in sentences ¢ read aloud texts with proper pronunciation, stress and intonation pronounce each word, as the spellings and sounds can be quite tricky! I take it you already know Of tough and bou",,
class6-english,6,63,171,unicode_replacement_character,"58 English For Today A recipe: how to make the perfect Omelette Use a minimum of per omelette. Break the eggs of water and just a little the bowl. Add slices of and ~ well. You need a little bit of j | Beat the mix with a Put oil in a . Then the oil. When the oil is hot, Pa the egg, onion and chilli mix into it. Spread the mix round the pan. Leave the mix in the pan for 2/3 minutes, As it thickens",,
class6-english,6,65,214,unicode_replacement_character,"Lesson 19 Stop, Look and Listen read aloud texts with proper pronunciation, stress and intonation * read and understand texts ""Stop, Look, and Listen” Is a very good rule to use Not just before you cross a street, But when you look for clues. Al, Did you enjoy the poem? Discuss with a partner about what the poet is trying to say here. Quickly read the following text with blank spaces only once. Th",,
class6-english,6,66,186,unicode_replacement_character,"English For Today 61 Hason Raja: The Mystic Bard ¢ read and understand texts © ask and answer questions ¢ read aloud with proper pronunciation, stress and intonation anything about them? A “bard” is one who writes poems and songs. A “mystic” is one who seeks truth and strives to become united with God through prayer and The pictures above are of three renowned mystic bards of Bangladesh: Lalon Sha",,
class6-english,6,67,168,unicode_replacement_character,"wrote about a thousand songs which reflected his thoughts. In 1906, he published a book called Hason Udash. The book had 206 songs in it. In his songs, he called himself ‘Crazy Hason Raja’, or ‘Pagla Hason Raja’. Another volume called Hason Raja Samagra (Complete Works of Hason Raja) was also published, which contained 500 poems and songs. Hason Raja’s songs had always been popular in Sylhet, but ",,
class6-english,6,68,233,unicode_replacement_character,"Lesson 21 Wonders of the World-1 follow instructions, commands, requests accordingly read and understand texts Now, listen to the audio and fill in the gaps of the following text: The pyramids are huge for the ancient kings and queens of Egypt. These kings and queens are known as the Tt needed a few thousand to build the pyramids. The most FAMOUS are the Giza pyramids. Giza is a place near Cairo, ",,
class6-english,6,69,282,unicode_replacement_character,"Now, make some questions based on the passage you read, using the cues given below: Shah Jahan built To complete the Taj it took Read the text about one of the wonders of the world, the Eiffel Tower. Put the verbs in brackets into the correct tense. The Eiffel Tower is a lattice tower in Paris. It (be) built in Now it i8 (consider) a cultural icon of France. It stands as one of the most recognisab",,
class6-english,6,72,223,unicode_replacement_character,"Read the words in Column A and match the opposite meanings given in Column B. Column A Column B unbelievable simple awesome backdated fabulous ordinary tremendous believable Now, read the following dialogue and fill in the gaps with suitable words, You can use some of the words from the earlier excercises in activity Al & A2 Have you finished reading, Mong Pru? What do you think? Thank you, Nira. ",,
class6-english,6,74,274,unicode_replacement_character,"English For Today 69 went to a Singaporean school. After a few years, he went to Denmark and completed his schooling there. For higher studies, he enrolled in a university in the US, and completed both his bachelor’s and master’s degrees there. Since then, he has travelled to many other countries around the world. Ashar is now in Congo as a member of a voluntary organisation. His main job is to ta",,
class6-english,6,75,185,unicode_replacement_character,"Where is Congo? Who called Ashar Santoso ‘Mr Global Citizen’? Why? Would you like to be a global citizen? If you got the chance to meet Ashar Santoso, what questions would you ask him? Make a list of five questions. The term village’ was .......... used by Marshal McLuhan. In 1962 and he wrote two books on media and communication. In his books he said that telephone, TV and electronic media have b",,
class6-english,6,76,226,unicode_replacement_character,"Lesson 24 Our Wage Earners e ask and answer questions ¢ read and understand texts ® participate in short dialogues and conversations on familiar topics say which words are related with the pictures. wage earner, skilled worker, economy, job, tourists, pleasure, abroad, B, Answer the following questions in pairs, then read the text e Do you know anyone who has gone abroad to earn a living? ¢ Which ",,
class6-english,6,77,158,unicode_replacement_character,"B1.Complete column B of the table below with information from the text you have read. Column A Column B Countries which prefer Bangladeshi Skills required for good jobs abroad Advantages of developing language Advantages of getting better jobs Sohan had a conversation with a Bangladeshi doctor, Mr Arman who works in a hospital in Cairo, Egypt. Read and practise the dialogue in pairs. Can you tell ",,
class6-english,6,78,118,unicode_replacement_character,"English For Today 73 Language Focus Modal verbs can/can't, could/couldn't, may, should, must/mustn't: Can you tell me something about Cairo? Yes, I can. /No, I can't. You could enjoy the night view of Port What else could I see there?) Suez. But you couldn't go across the Red Sea without valid visa. You can have traditional Egyptian dishes What can I have for dinner? . or Continental European, as ",,
class6-english,6,79,172,unicode_replacement_character,the capital of ancient Bengal there. the Lalbagh Fort in the old part of Dhaka. a couple of hours at the Baldha Garden. the Ahsan Manzil too. a boat ride on the Buriganga river. the taste of Mughlai Khana once you're in Dhaka. a Tom Tom ride from Sadarghat to Gulistan. Chatpati or Fuchka on the footpath. But you......... tap water in a restaurant. Read the sentences in Section D (1-10) again. Supp,,
class6-english,6,80,192,unicode_replacement_character,"The Concert for Bangladesh ¢ read and understand texts ¢ ask and answer questions © participate in short dialogues and conversations on familiar topics It’s Friday evening. Mr. Farhad is watching television in the sitting room. His daughter Fahmida comes in. A tall, bearded man with long hair is playing a guitar and singing a song, “Bangladesh, Bangladesh...” on the television screen. Fahmida is t",,
class6-english,6,82,256,unicode_replacement_character,"English For Today 7 Bangladesh, Bangladesh Where so many people are dying fast And it sure looks like a mess I've never seen such distress Now, won't you lend your hand and understand Relieve the people of Bangladesh Bangladesh, Bangladesh Such a great disaster - I don't understand But it sure looks like a mess I've never known such distress Now, please don't turn away, I want to hear you say Reli",,
class6-english,6,83,81,unicode_replacement_character,"Lesson 26 Buying Clothes ask and answer questions read and understand texts A, Match the words with the pictures of clothes. panjabi | shorts | trousers jacket saree jeans T-shirt shoes In pairs, discuss the following questions about you. Have you ever been to a clothes shop? If no, then who buys your clothes? If yes, then who did you go with to the clothes shop? Which new clothes would you like t",,
class6-english,6,84,256,unicode_replacement_character,"English For Today 79 Mrs.Urmila Karim is going to buy some clothes for her son Imran. They are now at a clothes shop. Read the conversation between Imran and the shop assistant. Imran Excuse me, where are the polo shirts? Assistant They're over there in the boy's section. Let me show you. Imran Thanks. Do you have one without a chain? Assistant Yes, quite a few, sir. What size do you wear? Imran M",,
class6-english,6,85,112,unicode_replacement_character,"C2. Look at the useful expressions that Imran uses at the shop. Use the words below for each incomplete sentence to make a complete sentence. Excuse me, where are the ? polo shirts/trousers/socks/shoes Do you have the kinds without .............. ? buttons/lace/hooks Do you have these in a different ? colour/size/design this/these/the shirt/these socks/the trousers, etc. Read the conversations bet",,
class6-english,6,86,77,unicode_replacement_character,"I need some shoes. How about these? No, the heels are too high. Do you want flat shoes then? No, not flat, something in between. A bit of heel but not too high. What about this T-shirt, Imran? No, mom. I don't like the cartoon on the front. Well, what about that one, with writings on the chest? No, I don't really like that either. I want something completely plain, like this one, no writings, just",,
class6-english,6,87,183,unicode_replacement_character,"Imran I need to buy a shirt, too. Mrs. Karim Look, this shirt has nice prints! Imran No, mom. I want something more formal. Mrs. Karim — Then what about this one with stripes? Imran No, it's too boring. Look at this shirt with checks. This Mrs. Karim __ Yes, that's much better. Well, take it then. | try wearing flat match suit | size cheaper shorts fit 1, Thave gained so much weight. My clothes do",,
class6-english,6,89,71,unicode_replacement_character,"Lesson 28 Arve you Listening?-3 © recognise English sounds © recognise word and stress on words in sentences read aloud with proper pronunciation, stress and intonation A, Listen to and say the following words. Notice how the letter ‘O’ is pronounced in words in List 1 and List 2 AL. Listen to and practise saying some more words with the two vowel sounds together (dipthong) as in the word ‘hope' o",,
class6-english,6,93,173,unicode_replacement_character,"Lesson 30 What Should WeDo? ¢rcad and understand texts «read and understand written instructions write questions and answers © write short paragraphs Bahar, Azim, Joseph and Shujan are classmates, They are planning a Bahar We have a week's vacation next week. What should we do? Azim Let's go somewhere we haven't been before. Joseph Right! T saw an ad for an interesting place. Hmm... well, here it ",,
class6-english,6,94,139,unicode_replacement_character,"English For Today 89 Al, Make a list of the places the friends wanted to go to. Why did they want to go to these places? A2, Think of a place you would like to go to. Now write down a few sentences about where you want to go, why you want to go there, who you want to go with. Language Focus For suggestions, we often use these expressions: What should we do? Why don't we . ? A3. Write short dialogu",,
class6-english,6,98,223,unicode_replacement_character,"Al, Read the letter again and then answer the following questions: a, Why was Robin excited? How would he go to the country? A2. Write a few sentences of your own with the following expressions: I would like you to Would you please A3. Write a similar invitation letter to a friend. Tell him /her about some of the things you plan to do together. A few days after Robin came back home from his aunt's",,
class6-english,6,99,96,unicode_replacement_character,"Lesson 33 The Garden read and understand texts * use punctuation marks e.g. comma, full stop, qusestion mark, exelamation mark, quotation marks in sentences © understand and enjoy a story Read the story below: Frog was in his garden. Toad came walking by. ""What a fine garden you have, Frog.” he said. ""Yes,"" said Frog. It is very nice, but it was hard ""I wish I had a garden,” said Toad. ""Here are s",,
class6-english,6,101,91,unicode_replacement_character,"Frog ran up the path. “What is going on?” he asked. ""My seeds will not grow,"" said Toad. ""You are shouting too much,” said Frog. ""These poor seeds are afraid to grow.” ""My seeds are afraid to grow?"" asked ""Yes,"" said Frog. ""Leave them alone for a few days. Let the sun shine on them, let the rain fall on them. Soon your seeds will start to grow.” That night Toad looked out his window. ""Oh, no!” cri",,
class6-english,6,103,57,unicode_replacement_character,"""What shall I do?” cried Toad. ""These seeds are still afraid to grow.” Then Toad became very tired, and he fell asleep. ""Toad, Toad, wake up,” said Frog. ""Look at your garden!"" Toad looked at his garden. Little green plants were growing up out of the ground. ""At last,"" shouted Toad, “my seeds are not afraid anymore.”",,
class6-english,6,105,187,unicode_replacement_character,"One is done for you. Column A Column B Punctuation marks Punctuation marks are special symbols used in writing to separate sentences and phrases. They show how a piece of text should be read and understood. The most common punctuation marks in English are: Full stop (.) — This shows that the sentence has ended. Comma {,) — This indicates a short pause in the sentence. Question Mark (?) — This is u",,
class6-english,6,106,284,unicode_replacement_character,"English For Today 101 Sample Question Subject: English First Paper Time: 3 hours Marks: 100 [Marks for individual items are mentioned next to the test items] Part A - Reading (Marks: 70) Read the text and answer the questions 1 & 2: Bulbul collects rubbish from the Sankar area in Dhaka. Every morning, he wakes up at 5 o'clock and walks along the streets of Sankar to collect rubbish. People of Sank",,
class6-english,6,107,305,unicode_replacement_character,"102 English For Today Why was Sankar in great trouble last month? Bulbul went on vacation. The people refused to throw away their rubbish. ili, Bulbul was sick for two days and could not collect the rubbish. scattered the rubbish everywhere. e) What does Bulbul believe about his job? It is not important. Only educated people should do it. iii, All jobs are important. He does it just for money. f) ",,
class6-english,6,110,215,unicode_replacement_character,"English For Today 105 Answer any five of the following questions from the poems in your text- What is the main idea of the poem “Holding Hands”? What does the poet say about trunks and tails in the poem “Holding What does the line ""But bows cannot be built in heaven"" suggest in the poem “Boats sail on the What is the overall theme of the poem “Boats sail on the rivers”? How does the poem “The Chao",,
class6-english,6,113,433,unicode_replacement_character,"108 English For Today On his way, he noticed a woman searching frantically near the road. She looked worried and was asking people if they had seen a purse. Mamun approached her and asked, “Are you looking for something?” The woman explained that she had lost her purse, which contained her family photo and important cards. Mamun smiled and handed her the purse, saying. “I found this on the road. I",,
class6-english,6,114,0,empty_text,,,
class7-english,7,1,12,very_short_page,"@® ENGLISH FOR TODAY G US: National Curriculum and Textbook Board, Bangladesh",,
class7-english,7,3,54,possible_front_matter,"69-70, Motijheel Commercial Area, Dhaka [All rights reserved by the Publisher] First edition written and edited by Zulfeqar Haider Md Abdur Razzaque First Publication : September 2012 Revised Edition : September 2014 Revised Edition : November 2020 Revised Edition : October 2025 For Free Distribution by the Government of the People’s Republic of Bangladesh",,
class7-english,7,5,59,unicode_replacement_character,"Unit Title Pages Unit 1 Attention, Please 1-9 Unit 2 My Study Guide 10-15 Unit 3 What are Friends for? 16-25 Unit 4 People Who Make a Difference 26-47 Unit 5 Great Women to Remember 48-54 Unit 6 Leisure 55-71 Unit 7 Games and Sports 72-85 Unit 8 Likes and Dislikes 86-97 Unit 9 Climate Change 98-107 Sample Question",,
class7-english,7,7,143,unicode_replacement_character,"2 ENGLISH FOR TODAY Lesson 1: In the Classroom Teacher : Good morning and welcome everybody. Good morning, teacher. Teacher : Are you ready for the class? Students : Yes, teacher. Teacher Have you got your new books? Students Yes teacher, We have. Teacher Good! Please remember to bring your English book every day. And speak English with me and with your classmates. Read the conversation and act it",,
class7-english,7,8,182,unicode_replacement_character,"Unit one : Attention, Please 3 Lesson 2: Outside School Fahim : Can I borrow your pen, please? Tamim : Yes, of course, you can. Here it is. Radif : Could you please help me with my maths? Rahin : Sorry, | can’t. [’m not good at maths. Sister : Would you turn the television off? I'm doing my Brother : Sorry, | didn’t notice that. Please go on with you lend me your English book for a day? : Sorry, I",,
class7-english,7,9,106,unicode_replacement_character,"Lesson 3 : In the House Keywords : mop (v), mop (n), detergent and read the dialogue. : Reza, will you come : Look, the kitchen is very untidy. I want to make it neat and tidy. Would you give me a hand? : Could you take the pots and plates from the table and put them in the cupboard? : First sweep the floor. Will you bring me a broom, please? : Thank you. Now I’m going to mop the floor. Could you ",,
class7-english,7,10,210,unicode_replacement_character,"one : Attention, Please Match the sentences in column A with suitable answers in column B. Some answers in B may match more than one question. . Would you read the shopping Certainly, I'll do it. Why? Rina is watching. . Will you go to the market, No, thanks. I have enough with . Will you buy me one litre of cooking oil, please? Sorry, I can’t. I’ve left my glasses + Would you buy me some rice? + ",,
class7-english,7,11,115,unicode_replacement_character,"6 ENGLISH FOR TODAY Asif : Go along---come to crossroads---turn left---go about two hundred metres-tall building --station on the right. Thank you very much. Passer-by : It’s OK. : ‘Excuse me’ is a polite way of drawing somebody’s attention. ‘It’s OK’: You can also say, ‘You're welcome’. Look at the map. Suppose, you are now on Park Road and you want to go to Mosque Road or Zilla School. Ask your ",,
class7-english,7,12,106,unicode_replacement_character,"Unit one : Attention, Please 7 Lesson 5: At a Bookshop 1, What is it? Where can you find it? Is there a bookshop near your house or school or in your upazilla/town? Tell us about it. Can you guess what these two persons in the picture are talking about? to the teacher / audio and answer the following questions. Listening text: 1 What do you mean by ‘in stock’ and ‘out of stock’? Who are talking in",,
class7-english,7,13,147,unicode_replacement_character,"Work in pairs. One of you is a customer and the other is a shop assistant. The following dialogue is not in the right order. Write the dialogue in right order and act it out. Hello. Can T help you? Yes. An eraser too. Fifteen taka, please. Here they are. Sure. Anything else? Here is the money. Can | have a pencil? Lesson 6: In a Restaurant Answer these questions. Have you ever eaten at a restauran",,
