record_id,book_id,class_level,page_number,lesson_number,split_group,split,word_count,manual_review_required,curation_flags,text_sha256
class6-english-page-0079,class6-english,6,79,26,class6-english:lesson:026,validation,170,True,MULTIPLE_OCR_VERSIONS,2f78977606a103b6860cb7160ae45dd481587d68d3c346059764395e75b587b6
class6-english-page-0080,class6-english,6,80,26,class6-english:lesson:026,validation,189,True,MULTIPLE_OCR_VERSIONS,ef2508d422d869438f3c328b0304fe955c89e92a619a39b17064c2699245c84d
class6-english-page-0081,class6-english,6,81,26,class6-english:lesson:026,validation,278,True,MULTIPLE_OCR_VERSIONS,283a5383234b5039ab55fed94f95caf3fdbb201210ec1dbc5b5779503cd17941
class6-english-page-0082,class6-english,6,82,26,class6-english:lesson:026,validation,255,True,MULTIPLE_OCR_VERSIONS,280323309bc41d0cbf00be69b5bc86abb3c7060d601f2b7f6c34f643db064ce7
class6-english-page-0083,class6-english,6,83,27,class6-english:lesson:027,train,79,True,MULTIPLE_OCR_VERSIONS,3739c1fc3489e754a0fb52d9ce852d0bf4baf58be3f0c33c09938cb599f85902
class6-english-page-0084,class6-english,6,84,28,class6-english:lesson:028,test,256,True,MULTIPLE_OCR_VERSIONS,75a1d79ebe661c5fc2f31833b425b365d12223d0ea5d56f02494a93a016ad47f
class6-english-page-0085,class6-english,6,85,28,class6-english:lesson:028,test,120,True,MULTIPLE_OCR_VERSIONS,949eb0ebd96441d1c9e50618ecbe7cfe5174b99377d743ddcf1c2586a44c4cd1
class6-english-page-0086,class6-english,6,86,29,class6-english:lesson:029,train,77,True,MULTIPLE_OCR_VERSIONS,82967eb2e973545bf45cf22b50a430cdaa07a00de1ea84c2bfac01285cf1b8bb
class6-english-page-0087,class6-english,6,87,29,class6-english:lesson:029,train,176,True,MULTIPLE_OCR_VERSIONS,f2b044069a33c92108490d64502a4c42f26c5a90670cd38c2b681a430edd0e09
class6-english-page-0088,class6-english,6,88,30,class6-english:lesson:030,train,150,True,MULTIPLE_OCR_VERSIONS,e16cea6cb4a5ed49f4c611bc6383d311004b2d2108188343c898c7bee8ca19dd
class6-english-page-0089,class6-english,6,89,30,class6-english:lesson:030,train,70,True,MULTIPLE_OCR_VERSIONS,5508686d1f2621b89ff560179afd07f55d0e47e5a1478529bd390c9364b22b22
class6-english-page-0090,class6-english,6,90,31,class6-english:lesson:031,train,130,True,MULTIPLE_OCR_VERSIONS,65a9eb33aedf9ff7cc5582ad3b2a6220e7c9f12696751cfdf63e3a15dda7db2c
class6-english-page-0091,class6-english,6,91,31,class6-english:lesson:031,train,161,True,MULTIPLE_OCR_VERSIONS,879669ade216493e527d736cb6cf7df614e055da6a32f05b63b7654aafb8256a
class6-english-page-0092,class6-english,6,92,32,class6-english:lesson:032,train,52,True,MULTIPLE_OCR_VERSIONS,b5dfc5fcebe23ebe6363520fe76cd7d15ea7bd4ab84f25d5922fa25d5fb9d822
class6-english-page-0093,class6-english,6,93,32,class6-english:lesson:032,train,171,True,MULTIPLE_OCR_VERSIONS,19c9e7a9bdcf1a1b8a5d225c3999409daec6d54d71044b7c2beb32e6860aa5c5
class6-english-page-0094,class6-english,6,94,33,class6-english:lesson:033,train,137,True,MULTIPLE_OCR_VERSIONS,b8e5dc9a56b83b8e9fb896327eced1794f1b0229c20532d31a26e85d67c19f39
class6-english-page-0095,class6-english,6,95,33,class6-english:lesson:033,train,67,True,MULTIPLE_OCR_VERSIONS,0dbbf24cab7365ecce41f9c699af0a2708989fc8b7159a5fc68f9de9db36dab2
class6-english-page-0096,class6-english,6,96,33,class6-english:lesson:033,train,82,True,MULTIPLE_OCR_VERSIONS,202d098ebf0be04353ec74be5f1b2bafb305f884380d09fe0d38296d7184fd2f
class6-english-page-0097,class6-english,6,97,33,class6-english:lesson:033,train,214,True,MULTIPLE_OCR_VERSIONS,d060143dbadf1d3cb173974f3936f37a81d8817f3aae818a816d356349fc5fab
class6-english-page-0098,class6-english,6,98,33,class6-english:lesson:033,train,223,True,MULTIPLE_OCR_VERSIONS,5ffd883e1c1507658038511d59b4abc8b30dd2c08d536696d6a76df14993f8ff
class6-english-page-0099,class6-english,6,99,33,class6-english:lesson:033,train,95,True,MULTIPLE_OCR_VERSIONS,e2c9ab6a4219c46932ded5dc2dfa132ce917c1ab342b037a61e7edf9d1db0726
class6-english-page-0100,class6-english,6,100,33,class6-english:lesson:033,train,67,True,MULTIPLE_OCR_VERSIONS,1fcc03be47b73813725f538a6300759382505ee64d40c7c369adc27e6b3b493b
class6-english-page-0101,class6-english,6,101,,class6-english:page-block:021,train,91,True,MULTIPLE_OCR_VERSIONS,4ae5bce447c0e077dffa25eaf99d28f81c5e9aa76d5e0b80d71513fc50358b33
class6-english-page-0102,class6-english,6,102,,class6-english:page-block:021,train,75,True,MULTIPLE_OCR_VERSIONS,0892f35c3281d0471bbf0088dc5734b12a9155c644b6ab78ec06d7ae1272b3ca
class6-english-page-0103,class6-english,6,103,,class6-english:page-block:021,train,57,True,MULTIPLE_OCR_VERSIONS,b6e806050f3e9626e2d6d0c34083aa469570ad8ad8ed96e4118cc2ab08df0654
class6-english-page-0104,class6-english,6,104,,class6-english:page-block:021,train,58,True,MULTIPLE_OCR_VERSIONS,8f71c3f7cb559b76f98e37b162bbb9d02a94a53116ea162871429f7e87d5eacb
class6-english-page-0105,class6-english,6,105,,class6-english:page-block:021,train,176,True,MULTIPLE_OCR_VERSIONS,00e5046305c64103b2ca6f7b60b392273e70e79cac599feff882bc32054c298a
class6-english-page-0106,class6-english,6,106,,class6-english:page-block:022,train,283,True,MULTIPLE_OCR_VERSIONS,2b649067e7bbe93b7bbaf784ad16a5c9072b509c0f674603e2769e78a63f5864
class6-english-page-0107,class6-english,6,107,,class6-english:page-block:022,train,305,True,MULTIPLE_OCR_VERSIONS,0ffd65ce224de544d407325a5d2dcb1df7af8e20539b9e11ff94df33b17cf49f
class6-english-page-0108,class6-english,6,108,,class6-english:page-block:022,train,320,True,MULTIPLE_OCR_VERSIONS,227b759287d29bc8296e715d6faed91f3cb8477ee39945a8cd7aff52841de8bc
class6-english-page-0109,class6-english,6,109,,class6-english:page-block:022,train,212,False,,c0c082a194ea24de66e1e61fe36432f4e9d984e4a0a0986442338e74e8d64f7e
class6-english-page-0110,class6-english,6,110,,class6-english:page-block:022,train,216,True,MULTIPLE_OCR_VERSIONS,eb6c2713ee27b184382dcef92ad7d77257311fd26b2900a277a0785cd748b585
class6-english-page-0111,class6-english,6,111,,class6-english:page-block:023,train,192,False,,bfc10836fad92c928d085ab79976f969d6d0d3d37aeb7d49c6d9005a181d1bcc
class6-english-page-0112,class6-english,6,112,,class6-english:page-block:023,train,377,False,,96a0fa43b9ea916fd095dc867270debdd72ab6e12a928a52fc1c170afba72146
class6-english-page-0113,class6-english,6,113,,class6-english:page-block:023,train,426,False,,5a075c63ef12b7fc5e0badfc73dac4ac4b65842914020f48c51c69639aa1a035
class7-english-page-0005,class7-english,7,5,,class7-english:page-block:001,test,59,False,,d56b524f67f0920496ccd0198fd819a22c776780401c6d27ce1a70b18633851b
class7-english-page-0007,class7-english,7,7,,class7-english:page-block:002,train,140,False,,38bfa55492cc8b8558c2b97965516dc75af251f8ed6700927cd33f9ef3fc95b8
class7-english-page-0008,class7-english,7,8,,class7-english:page-block:002,train,168,False,,305e047125d7a5aee9dd092cd206a5b944a0918fc026f26325ae588afae56aad
class7-english-page-0009,class7-english,7,9,,class7-english:page-block:002,train,97,False,,e8bf6f95e512844ca2371cf144a3e4984d7682c549cc712cf854cf9bfe31dd9b
class7-english-page-0010,class7-english,7,10,,class7-english:page-block:002,train,199,False,,8150296e80de36c1c843616d9fb9044ca0695ac173e6380e6491fe665cb0c139
class7-english-page-0011,class7-english,7,11,,class7-english:page-block:003,train,112,False,,95f0069b99e0b41f168ced8d9c9eb0bd661a34404fab7e020cc13df3f8a2e7f2
class7-english-page-0012,class7-english,7,12,,class7-english:page-block:003,train,105,False,,a717ad925eadd0c22c352d201463840fb84efc096cf750eb289a1051b39907d4
class7-english-page-0013,class7-english,7,13,,class7-english:page-block:003,train,146,False,,ba1befb1547eb0e1ab045c59ae86f0be6f442b60fab64bf41b570aed6ba32426
class7-english-page-0014,class7-english,7,14,,class7-english:page-block:003,train,156,False,,5e2e1fe869b6abed040db13f8b3b44198e48a3b8cdc1bf13b91fcbf99c6a7200
class7-english-page-0016,class7-english,7,16,,class7-english:page-block:004,train,102,False,,b94ec1d62a78cad8c6b59c8458526087339b8105b36e1fb41cc0074a4e2b3e69
class7-english-page-0018,class7-english,7,18,,class7-english:page-block:004,train,252,False,,8b603f6166df3bf11f61b79130f3363c6c73b2f9067280c692ae5f917aabd8a5
class7-english-page-0022,class7-english,7,22,,class7-english:page-block:005,train,251,False,,cf731cedbf3427be809c1a88a43b284bdd045b616c02753aee3b7e1963eeaabf
class7-english-page-0023,class7-english,7,23,,class7-english:page-block:005,train,176,False,,53ae5a1d4c96b1062e0505c1bf6e1eae4bc865560b37229767d4d00217e75a89
class7-english-page-0024,class7-english,7,24,,class7-english:page-block:005,train,194,False,,e382688ca2664716ee7f3e6202c520339b1ccc013ddd382e72faa83f972c1401
class7-english-page-0025,class7-english,7,25,,class7-english:page-block:005,train,149,False,,e20c586bfa0a1a1374ed42e0e35a3f770475a0a8360d23152ac3a50635eb0dba
class7-english-page-0026,class7-english,7,26,,class7-english:page-block:006,train,315,False,,46ce098dde9dcee4b25c774e0e35de52bb695e46d33c0a213732ee9d5ed61936
class7-english-page-0027,class7-english,7,27,,class7-english:page-block:006,train,149,False,,81e90738192d4ea60091ecfc2dec4679ee85080cbd06c40143e010e48eb601b0
class7-english-page-0028,class7-english,7,28,,class7-english:page-block:006,train,228,False,,40237c42f72fbe9df2c4ec6009cf7cc949090b04b193d5d91ee76775d1c2abb5
class7-english-page-0029,class7-english,7,29,,class7-english:page-block:006,train,104,False,,356d2324c91d53156d049caf7f22bd3a9d5ca6e4ff56f75420ef0325d7167ebf
class7-english-page-0030,class7-english,7,30,,class7-english:page-block:006,train,327,False,,af596efd825fdbbf112fd00d474d2f4f056339c5ea800d4728f6a9f629f6a5d0
class7-english-page-0031,class7-english,7,31,,class7-english:page-block:007,train,45,False,,3b85b335a59ae55cd80be295f1fea5bfbd4a6d49bb79b47f69f710d8ced364a4
class7-english-page-0032,class7-english,7,32,,class7-english:page-block:007,train,55,False,,555599cee7df9553fdfd1ac3bcfbb8142446d3d582ef7eafaae19ebd4022f53b
class7-english-page-0033,class7-english,7,33,,class7-english:page-block:007,train,228,False,,0285c79f3a8e28405fc430f2d20aede3e6e795df439b109145afe56fc1fe083b
class7-english-page-0034,class7-english,7,34,,class7-english:page-block:007,train,219,False,,ff8281a064ede4383a7a1d680b1b1fd968135588ee6dcc6cf8b589cf32ee7379
class7-english-page-0035,class7-english,7,35,,class7-english:page-block:007,train,263,False,,7efe89e73e5f1ed00263d8c33c3901f2f637fb4b3fb4c930fe07c7c0ca1eb62f
class7-english-page-0036,class7-english,7,36,,class7-english:page-block:008,test,155,False,,45dbf3f37cb31ac84eafc35148862a6834958716d521059ec768536502f3f478
class7-english-page-0037,class7-english,7,37,,class7-english:page-block:008,test,168,False,,5b4891576f28e68e331317f382a75eee9efc44ea2f2d95a2e68a773ecf1c0db9
class7-english-page-0038,class7-english,7,38,,class7-english:page-block:008,test,199,True,OCR_REVIEW_NEEDED,733b968e2798890287b4462c0c281fdf52f08542c11963aa7366047754947f1b
class7-english-page-0039,class7-english,7,39,,class7-english:page-block:008,test,213,False,,d00b0883dfeb153a05f5dafcbbdfe0ca73cdde5c00836cf64d3cabf35afe1ab6
class7-english-page-0040,class7-english,7,40,,class7-english:page-block:008,test,221,False,,aeb8bb977d11d0acf8419733f35f8c4d60e8ee17eea88276bbf7660125b6c654
class7-english-page-0041,class7-english,7,41,,class7-english:page-block:009,train,191,False,,5428fb6536ef23a5f985e401b69aecdce4f6ae4d8ccef6149a9fad8ad4d9ab76
class7-english-page-0042,class7-english,7,42,,class7-english:page-block:009,train,312,False,,ab3a0d7e6849c8fb3dca044fc6b0a706590fca4e890bc195191b681d85563399
class7-english-page-0043,class7-english,7,43,,class7-english:page-block:009,train,279,False,,64efa995b1497dde7ee8fa505445efc8ef767c2d1072865679dd804ac6880901
class7-english-page-0044,class7-english,7,44,,class7-english:page-block:009,train,152,False,,48a0907084370d257fbc9d51956e39de480e4a6bf99ed84a2b4d58a8e192d09b
class7-english-page-0045,class7-english,7,45,,class7-english:page-block:009,train,220,False,,2ede98252c40438b342d0ff97d673e3d98f4e0df0d5b4673de7a4f1c8c71e8a0
class7-english-page-0046,class7-english,7,46,,class7-english:page-block:010,validation,285,False,,5e9a9deb7ad1bb8a2f0ee5a84dd5db0da55ae9a61d3cf7151110c68cae164601
class7-english-page-0047,class7-english,7,47,,class7-english:page-block:010,validation,331,False,,40c9b089bb2050ab22fc1c0f1e04438a25549890f7f78b0602f286f57f45489a
class7-english-page-0048,class7-english,7,48,,class7-english:page-block:010,validation,88,False,,6c9b6789e1a8befe9f691299a884d6c69ac96701a8f714d2a8180c2c3b37b7ae
class7-english-page-0049,class7-english,7,49,,class7-english:page-block:010,validation,128,False,,651d18aa7224fc52032daea0668883d55835b6a0a9e531053dc52339d63c251f
class7-english-page-0050,class7-english,7,50,,class7-english:page-block:010,validation,184,True,OCR_REVIEW_NEEDED,4e7338236d9df9a1d97ee39db42cee3187f0d5e1ea96ab9c6437da18291a5300
